"id","parent_id:id","code","name","user_type_id:id","reconcile","chart_template_id:id"
"bms_account_10000000","","10000000","AKTIVA","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11000000","bms_account_10000000","11000000","AKTIVA LANCAR","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11299999","bms_account_11000000","11299999","TOTAL KAS & BANK","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11199999","bms_account_11299999","11199999","TOTAL KAS","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11100100","bms_account_11199999","11100100","Kas & Bank","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11100101","bms_account_11199999","11100101","Kas Jakarta","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11100102","bms_account_11199999","11100102","Kas Pabrik PKS","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11289999","bms_account_11299999","11289999","TOTAL BANK","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11200101","bms_account_11289999","11200101","Bank BCA Jakarta","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200102","bms_account_11289999","11200102","Bank BNI Jakarta","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200103","bms_account_11289999","11200103","Bank BNI Jakarta Tabungan","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200201","bms_account_11289999","11200201","Bank BII 034 Jakarta","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200202","bms_account_11289999","11200202","Jurnal Ayat Silang ( Kas - Bank)","account.data_account_type_liquidity","1","l10n_id_bms"
"bms_account_11200203","bms_account_11289999","11200203","Deposito Bank BNI","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200204","bms_account_11289999","11200204","Bank BNI Pabrik - PKS","account.data_account_type_liquidity","0","l10n_id_bms"
"bms_account_11200205","bms_account_11289999","11200205","Jurnal Ayat Silang ( Uang Muka Karyawan )","account.data_account_type_liquidity","1","l10n_id_bms"
"bms_account_11310999","bms_account_11000000","11310999","TOTAL PIUTANG USAHA","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11310001","bms_account_11310999","11310001","PIUTANG USAHA","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11400299","bms_account_11000000","11400299","Total Piutang Lainnya","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11400001","bms_account_11400299","11400001","Piutang lainnya","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400002","bms_account_11400299","11400002","Piutang BPJS karyawan Pusat","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400003","bms_account_11400299","11400003","Piutang BPJS karyawan Pabrik","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400004","bms_account_11400299","11400004","KEVIN LIANDI","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400005","bms_account_11400299","11400005","JONATHAN/ANDRIANTA JUWONO","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11401999","bms_account_11310999","11401999","PIUTANG KARYAWAN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11400301","bms_account_11401999","11400301","Piutang Karyawan Budi","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400501","bms_account_11401999","11400501","Piutang Karyawan Delvi","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400601","bms_account_11401999","11400601","Piutang Karyawan Yakobus","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400701","bms_account_11401999","11400701","Piutang Karyawan Simangunsong","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400702","bms_account_11401999","11400702","Piutang karyawan Takhuri","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11400703","bms_account_11401999","11400703","Piutang Direksi (Bp. Freddie dan Bp. Toni)","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11499999","bms_account_11401999","11499999","Piutang Lain-Lain","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11509999","","11509999","PERSEDIAAN BARANG","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11500001","bms_account_11509999","11500001","Persediaan Cangkang","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11500002","bms_account_11509999","11500002","Persediaan Bahan Pembantu & Suku Cadang","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11500003","bms_account_11509999","11500003","Persediaan CPO","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11500004","bms_account_11509999","11500004","Persediaan Kernel","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11500005","bms_account_11509999","11500005","Persediaan TBS","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11500006","bms_account_11509999","11500006","Pekerjaan dalam Proses PTPN","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11529999","","11529999","Total Ppn Masukan & PPh","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11510001","bms_account_11529999","11510001","Persediaan Materai","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11510009","bms_account_11509999","11510009","Delivery On Progress","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520001","bms_account_11529999","11520001","Ppn Masukan","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520002","bms_account_11529999","11520002","PPh 25 badan","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520003","bms_account_11529999","11520003","PPh pasal 22","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520004","bms_account_11529999","11520004","PPh pasal 23","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520005","bms_account_11529999","11520005","PPh pasal 26","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11520006","bms_account_11529999","11520006","PPn yang ditangguhkan","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600099","","11600099","PIUTANG LAIN-LAIN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11600999","","11600999","Total Uang Muka","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11600001","bms_account_11600999","11600001","Uang Muka Pembelian","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600002","bms_account_11600999","11600002","Uang Muka Base Camp","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600003","bms_account_11600999","11600003","Uang Muka Biaya Asuransi","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600004","bms_account_11600999","11600004","Biaya dibayar dimuka - Sewa gedung","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600005","bms_account_11600999","11600005","Uang Muka Perjalanan Dinas","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600006","bms_account_11600999","11600006","Biaya Dibayar Di Muka - Sewa Tanah","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600007","bms_account_11600999","11600007","Uang Muka Lain-Lain","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600008","bms_account_11600999","11600008","Pajak Dibayar Dimuka","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600009","bms_account_11600999","11600009","Biaya Dibayar Di Muka - Asuransi Pabrik","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600010","bms_account_11600999","11600010","Biaya Dibayar Dimuka Komisi TBS","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600011","bms_account_11600999","11600011","Pajak Dibayar Dimuka PPh pasal 22","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600012","bms_account_11600999","11600012","Pajak Dibayar Dimuka PPh pasal 23","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600013","bms_account_11600999","11600013","Pajak Dibayar Dimuka PPh badan","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600014","bms_account_11600999","11600014","Biaya Dibayar Dimuka - Denda Pajak","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600015","bms_account_11600999","11600015","Biaya Dibayar Dimuka - Asuransi Kendaraan SGU","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600016","bms_account_11600999","11600016","Biaya Dibayar Dimuka - Bunga Kendaraan SGU","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600017","bms_account_11600999","11600017","Beban Lain Lain","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_11600018","bms_account_11600999","11600018","Uang Muka Operasional","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11600020","bms_account_11600999","11600020","Uang Muka Karyawan","account.data_account_type_receivable","1","l10n_id_bms"
"bms_account_11610099","","11610099","Total Uang Muka","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_11999999","","11999999","AKTIVA LANCAR","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_13000000","","13000000","INVESTASI JANGKA PANJANG","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_13999999","","13999999","INVESTASI","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_13100001","bms_account_13999999","13100001","Investasi Saham Jakarta","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_13100099","bms_account_13999999","13100099","Investasi Saham","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_13200001","bms_account_13999999","13200001","Investasi Obligasi Jakarta","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_13200099","bms_account_13999999","13200099","Investasi Obligasi","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_13300001","bms_account_13999999","13300001","Investasi Lain-Lain Jakarta","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_13300099","bms_account_13999999","13300099","Investasi Lain-Lain","account.data_account_type_current_assets","0","l10n_id_bms"
"bms_account_15000000","","15000000","AKTIVA TETAP","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_15529999","","15529999","TOTAL ASET","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_15110001","bms_account_15529999","15110001","Tanah","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15110101","bms_account_15529999","15110101","SGU Kendaraan","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15120001","bms_account_15529999","15120001","Gedung","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130001","bms_account_15529999","15130001","Inventaris Kantor","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130002","bms_account_15529999","15130002","Perlengkapan Pabrik","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130003","bms_account_15529999","15130003","Mesin & peralatan kerja","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130004","bms_account_15529999","15130004","Bangunan Pabrik/Mes","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130005","bms_account_15529999","15130005","Perlengkapan Mes","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130006","bms_account_15529999","15130006","Inventaris pabrik","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130007","bms_account_15529999","15130007","Inventaris Mess","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15130008","bms_account_15529999","15130008","Inventaris Kompos","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15150001","bms_account_15529999","15150001","Kendaraan","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15520002","bms_account_15529999","15520002","Asset Clearing","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15599999","","15599999","AKUMULASI PENYUSUTAN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_15520001","bms_account_15599999","15520001","Akm. Dep. Gedung Jakarta","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15530001","bms_account_15599999","15530001","Akm. Bangunan Pabrik & Mess","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15530201","bms_account_15599999","15530201","Akm. Dep. Perlengkapan Kantor","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15530301","bms_account_15599999","15530301","Akm. Mesin & Peralatan Kerja","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15530401","bms_account_15599999","15530401","Akm. Dep. Inventaris Pabrik","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15540001","bms_account_15599999","15540001","Akm. Dep. Peralatan Kantor","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15540002","bms_account_15599999","15540002","Akm. Dep. Inventaris Kompos","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15549999","bms_account_15599999","15549999","Akm. Dep. Inventaris Kompos","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15550001","bms_account_15599999","15550001","Akm. Dep .Kendaraan","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15550002","bms_account_15599999","15550002","Akm. Dep. Inventaris Mess","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15559999","bms_account_15599999","15559999","Akm. Dep. Inventaris Mess","account.data_account_type_fixed_assets","0","l10n_id_bms"
"bms_account_15999999","","15999999","AKTIVA TETAP","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_17000000","","17000000","AKTIVA LAIN-LAIN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_17200001","","17200001","Uang Jaminan","account.data_account_type_other_income","0","l10n_id_bms"
"bms_account_17200099","","17200099","Biaya Bunga Tangguhan Bersih","account.data_account_type_other_income","0","l10n_id_bms"
"bms_account_17200101","","17200101","Biaya Bunga Tangguhan Bersih","account.data_account_type_other_income","0","l10n_id_bms"
"bms_account_17400001","","17400001","Piutang Jangka Panjang Jakarta","account.data_account_type_other_income","0","l10n_id_bms"
"bms_account_17400099","","17400099","Piutang Jangka Panjang","account.data_account_type_other_income","0","l10n_id_bms"
"bms_account_17999999","","17999999","AKTIVA LAIN-LAIN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_19999999","","19999999","AKTIVA","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_20000000","","20000000","PASSIVA","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21000000","","21000000","KEWAJIBAN JANGKA PENDEK","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21199999","bms_account_21000000","21199999","TOTAL HUTANG DAGANG","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21100001","bms_account_21199999","21100001","Hutang Dagang","account.data_account_type_payable","1","l10n_id_bms"
"bms_account_21120999","bms_account_21199999","21120999","Hutang Pembelian Belum Difaktur","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200999","bms_account_21000000","21200999","TOTAL HUTANG PAJAK","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21200101","bms_account_21200999","21200101","Hutang Pph Karyawan","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200199","bms_account_21200999","21200199","Hutang Pph Karyawan","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200201","bms_account_21200999","21200201","Hutang Ppn","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200202","bms_account_21200999","21200202","Hutang PPh 21","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200203","bms_account_21200999","21200203","Hutang PPh 23","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200204","bms_account_21200999","21200204","Hutang PPh 25","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200205","bms_account_21200999","21200205","Hutang Pph 29","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200206","bms_account_21200999","21200206","PPh 4 ayat 2","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200207","bms_account_21200999","21200207","Hutang PPh 22","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200208","bms_account_21200999","21200208","Hutang PPh 15","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200299","bms_account_21200999","21200299","Hutang Ppn Keluaran","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200301","bms_account_21200999","21200301","Hutang Pph Perusahaan","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21200399","bms_account_21200999","21200399","Hutang Pph Perusahaan","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300099","bms_account_21000000","21300099","Hutang Lain-Lain","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21300001","bms_account_21300099","21300001","Hutang Lain-Lain Jakarta","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300002","bms_account_21300099","21300002","Hutang Leasing Mandala","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300003","bms_account_21300099","21300003","Hutang leasing PT. Astra International (D-Max)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300004","bms_account_21300099","21300004","Hutang leasing BII Finance (Mazda CX-7)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300005","bms_account_21300099","21300005","Leasing motor (Adira Finance)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300006","bms_account_21300099","21300006","Leasing PT. Astra Sedayu Finance (Beckhoe Loader)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300007","bms_account_21300099","21300007","PT. Astra Sedayu Finance (Case Tool Loader)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300008","bms_account_21300099","21300008","PT. Astra International (Dmax Baru)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300009","bms_account_21300099","21300009","Hutang Biaya","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300010","bms_account_21300099","21300010","Hutang Leasing Bintang Motor","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300011","bms_account_21300099","21300011","Hutang Jamsostek Karyawan Pusat","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300012","bms_account_21300099","21300012","Hutang Jamsostek Karyawan Pabrik","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300013","bms_account_21300099","21300013","PT. Astra International","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300014","bms_account_21300099","21300014","PT. Astra Sedaya Finance (Excavator)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300015","bms_account_21300099","21300015","Hutang Jaminan Pensiun","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300016","bms_account_21300099","21300016","Uang Muka Penjualan","account.data_account_type_current_liabilities","1","l10n_id_bms"
"bms_account_21300017","bms_account_21300099","21300017","PT. United Tractors,  Tbk (Bulldozer)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300018","bms_account_21300099","21300018","PT. Astra Sedaya Finance ( 8 Unit Isuzu Elf)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300019","bms_account_21300099","21300019","PT. Astra Sedaya Finance(Cterpillar Wheel Loader)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300020","bms_account_21300099","21300020","PT. Astra Sedaya Finance (4 Isuzu Dump Truck Jun18","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300021","bms_account_21300099","21300021","PT. Mandala Multifinance Tbk Cabang Malili","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300022","bms_account_21300099","21300022","PT. Astra International Tbk Isuzu Elf (10 unit)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21300023","bms_account_21300099","21300023","PT. Astra Sedaya Finance (Bomag&Komatsu Excavator)","account.data_account_type_current_liabilities","0","l10n_id_bms"
"bms_account_21400299","bms_account_21000000","21400299","TOTAL HUTANG LAIN-LAIN","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21400101","bms_account_21400299","21400101","Hutang Jgk. Panj. Sdh. Jatuh Tempo Jakarta","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400199","bms_account_21400299","21400199","Hutang Jgk. Panj. Sdh. Jatuh Tempo","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400201","bms_account_21400299","21400201","Hutang Jangka Pendek Lain-Lain Jakarta","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400202","bms_account_21400299","21400202","Sewa Guna Bangunan Jangka Pendek","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400203","bms_account_21400299","21400203","Sewa Guna Kendaraan Jangka Pendek","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400204","bms_account_21400299","21400204","Akrual Tenaga Ahli","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400205","bms_account_21400299","21400205","Akrual THR & Bonus","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400206","bms_account_21400299","21400206","Akrual Asuransi","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400207","bms_account_21400299","21400207","Akrual atas Kompensasi Pembagian Laba","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21400208","bms_account_21400299","21400208","Akrual Pengangkutan/Ekspedisi","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_21999999","bms_account_21000000","21999999","Total Kewajiban Jangka Pendek","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_21500001","bms_account_21999999","21500001","Uang Muka Penjualan Jakarta","account.data_account_type_payable","1","l10n_id_bms"
"bms_account_21500099","bms_account_21999999","21500099","Uang Muka Penjualan","account.data_account_type_payable","1","l10n_id_bms"
"bms_account_23000000","","23000000","HUTANG JANGKA PANJANG","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_23999999","bms_account_23000000","23999999","HUTANG JANGKA PANJANG","account_parent.data_account_type_view","0","l10n_id_bms"
"bms_account_23100001","bms_account_23999999","23100001","Hutang Bank Jakarta","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_23100002","bms_account_23999999","23100002","Hutang Pemegang Saham","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_23100999","bms_account_23999999","23100999","Hutang Pemegang Saham","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_23101001","bms_account_23999999","23101001","Sewa Guna Usaha Jangka Panjang","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_23101999","bms_account_23999999","23101999","HU Sewa Guna Usaha Jangka Panjang","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
"bms_account_23200001","bms_account_23999999","23200001","Hutang Kredit Investasi Jakarta","account.data_account_type_non_current_liabilities","0","l10n_id_bms"
